nombre,direccion,codigo postal,pais,telefono,actividades
CONSORCIO DEL SUR S.R.L,Cl. Agustin Gamarra Nor.320 A 10 Cuad. Del Arco Salamanca,15001 Lima,Peru,+51 1 212832,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INDUSTRIAS S & F VARSAL S.R.L,Jr.Emilio Fernandez Nor.575 Alt.Del Cine Roma,15001 Lima,Peru,+51 1 3300130,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDEXI DEL PERU S.A.C.,Cl. Genaro Numa Llona Nro 266,15001 Lima,Peru,+51 1 2349614,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
INDUSTRIES BILLINTONG S.A.C,Nor.531 Comercial Flores Pabellon B,15001 Lima,Peru,+51 1 4260648,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MANUFACTURAS SAN ISIDRO S.A.C.,Jr.Azangaro 246,15001 Lima,Peru,+51 1 4595152,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
DIGITAL FORMS S.A.C,Av. Brasil Nor.2347,15001 Lima,Peru,+51 1 5368542,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SP IMPORTACIONES & EXPORTACIONES SAC- SPIMEX S.A.C,Cl. Jose Olaya Nor.202 Espalda Del Banco Continental,15001 Lima,Peru,+51 1 4363217,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
FAST IMPRESS S.A,Av. Alm. Del Corregidor Nor.1575 Blk. I Costado De Usmp-Fac. De Medicina,15001 Lima,Peru,+51 1 2635057,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEX MOON S.A.C,Av.Luis Aldana Nro 162 Dpto. 306 C.H. Torres De San Borja Alt Cdra. 15 Y 16 De Av Javier Prado Este,15001 Lima,Peru,+51 1 4757361,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
PIRULO S.A.C,Cl. Jacinto Lara Nor.225 A 2 Cdras. Del Pque Mora,15001 Lima,Peru,+51 1 4220814,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
KRASNAMUR S.R.L,Cl. Shell Nor.168 Espalda Del Cine Romeo Y Julieta,15001 Lima,Peru,+51 1 4457183,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
COMERCIALIZACION TEXTIL GARCIA S.C.R.L,Av. San Juan Nor.1283 1283B-Banco De Credito-Av Los Heroes,15001 Lima,Peru,+51 1 2764701,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
PICHU S.A.C,Av. Las Delicias Nor. Km. 30.5 Panam Norte Ovalo Zapallal,15001 Lima,Peru,+51 1 4220814,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MILYON PERU S.A.C,Av. Guillermo Dansey Nor.2160,15001 Lima,Peru,+51 1 6513737,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KANIHA S.A.C,Cl. Roma Nor.561 Alt. Cdra.5 De Malecon Cisneros,15001 Lima,Peru,+51 1 4470716,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTIL POLBER SOCIEDAD ANONIMA CERRADA - TEX POLBER S.A.C,Pj.Gamarra Nor.141 Alt Cdra. 9 De Prolg Gamarra,15001 Lima,Peru,+51 1 3241917,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERSIONES CODIMAR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Jr.Cajamarquilla Nor.1521 Cdra.15 Av.Gran Chimu,15001 Lima,Peru,+51 1 3766968,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CONVERFLEX S.R.L,Av. Miguel Grau De Santa Clar Nor.644,15001 Lima,Peru,+51 1 5342125,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
CUATRO HORIZONTES S.R.L,Cl. Los Pinos Nor. Piso 3-Alt. Del Puente Alipio,15001 Lima,Peru,+51 1 2587808,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPORACION GRAFICA EL ROSARIO E.I.R.L,Jr.Azangaro Nor.690 Entre Jr.Cuzco Y Jr.Puno,15001 Lima,Peru,+51 1 4285991,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ALVI-TEX S.A.C,Cl. Escobedo Garro Nor.811 Altura De La Municipalidad De San Luis,15001 Lima,Peru,+51 1 3239643,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PAPELES INDUSTRIALES Y DERIVADOS E.I.R.L,Cl. Francisco Moreno Nor.661 Alt Iglesia San Vicente De Paul,15001 Lima,Peru,+51 1 2419948,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIAL VANIA S.R.L,Cl. Manuel Gonzales Olaechea Nor.225,15001 Lima,Peru,+51 1 4720946,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CAPRI CORPORATION S.A.C,Av. Faustino Sanchez Carrion Nor.230 Alt. Cdra.18 Av.Javier Prado Oeste,15001 Lima,Peru,+51 1 4229666,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALGOTEX TRADING S.A.C.,Cl. Los Mojaves Mza. P Lote. 26,15121 Ate,Peru,+51 1 4368770,Cintas textiles y lazos/Cintas y lazos/
BUGUI S.A.,Cl. Bolivar 199,15001 Lima,Peru,+51 1 4442788,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
BREFER IMPORT EXPORT E.I.R.L,Jr.Montevideo Nor.819 Galeria Internacional,15001 Lima,Peru,+51 1 4263656,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ARONI S.A,Av. Jose Leal Nor.361 Alt.Cdra.19 Arenales,15001 Lima,Peru,+51 1 4724065,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ULMAN E.I.R.L,Av. Loma Hermosa Nor.223 Alt Cdra. 29 Av. Velasco Astete,15001 Lima,Peru,+51 1 6536384,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
A & C TEXTILE FASHION SOCIEDAD ANONIMA CERRADA - A & C TEXTILE FASHION S.A.C,Cl. Los Talladores Nor.209 Entre Frutales Y Separadora Industrial,15001 Lima,Peru,+51 1 3484106,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CAUCHOS Y POLIURETANOS S.A.C.,"Jr. El Estaño N° 5758 – 5762 Urb Industrial Infantas, Los Olivos – Lima 39",15001 Lima,Peru,+51 1 5283338,Telas NES para uso industrial: (Productor) Tejidos cauchotados industrialesPrendas tradicionales y para obras de teatro: (Productor) Trajes y objetos de caucho para teatro y efectos especialesBarras y perfiles de plástico: (Productor) Barras de poliuretanoSecciones de plástico: (Productor) Perfiles de poliuretano
SOCIEDAD NACIONAL INDUSTRIAL TECNOLOGICA S.A. (SNIT S.A.),Av. Luna Pizarro Nor.424 Alt.Plaza Manco Capac-28 De Julio,15001 Lima,Peru,+51 1 4324207,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PUBLIFELIX S.A.C,Calle California 908 Cooperativa de Vivienda la Unión- San Martín,15001 Lima,Peru,+51 1 568-3454,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
BENGRAPHIC S.A.C,Av. Bolivia Nor.148 2Do Nivel/Centro Comercial Centro Lima,15001 Lima,Peru,+51 1 3331742,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INTERGRAFICA DEL SUR S.C.R.L,Cl. El Universo Nor. Entre La Cdra.6 Y 7 De Av Los Faisanes,15001 Lima,Peru,+51 1 2521355,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
MERCATO CONFECCIONES S.A.C,Jr.Juvenal Denegri Nor.264 1 Cdra.De Metro,15001 Lima,Peru,+51 1 2255625,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
UNIGRAPH S.R.L,Cl. Capirona Nor. Alt. Urb. Primavera Puente Nuevo A 4 C.,15001 Lima,Peru,+51 1 3850435,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DEKA PLASTICS S.A.C.,Av.Los Laureles Mza. B Lote. 23,15001 Lima,Peru,+51 1 3565680,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
FORTIFLEX S.A.C.,Av.Carlos Izaguirre Mza. D Lote. 10 Frente A La Clinica Jesus Del Norte,15001 Lima,Peru,+51 1 6515721,Tejidos de fibras químicas: (Productor) Tejidos de polietilenoEmbalajes de cartón según uso: (Productor) Envases flexibles de cartón forrados de polietileno para líquidosSecciones de plástico: (Productor) Secciones compuestas de polietileno
FERCO MEDICAL S.A.C.,Av.Republica De Panama Nro 4055 Int. 122,15001 Lima,Peru,+51 1 717 - 5110,Telas NES para uso industrial: (Productor) Tejidos de plástico para usos médicos y quirúrgicosProductos plásticos para laboratorios: (Productor) Artículos de plástico para laboratorios médicos según especificación del cliente
MERCEDES GROUP S.A.C,Jr.Ica Nor.431 Entre Cdr 2 Y 3 Av Tacna,15001 Lima,Peru,+51 1 719 2782,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MARIBEL PRINCESS GIRLS S.A.C,Jr.Sebastan Barranca Nor.1575 Boll 17 Quinto Piso,15001 Lima,Peru,+51 1 3239724,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
DILM REPRESENTACIONES GRAFICAS S.R.L,Jr.Azangaro Nor.641 2Do Piso A 1 Cdra. De Hiraoka(Abancay),15001 Lima,Peru,+51 1 4288986,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA GUTIERREZ S R LTDA,Jr.Jose Charriarse Nor.681,15001 Lima,Peru,+51 1 4661085,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TECNIPIMA S.A.C,Jr.Tahuantinsuyo Nor.767 Alt Cdra. 7 Malecon Checa,15001 Lima,Peru,+51 1 4589671,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
XPRESSION STUDIO S.A.C.,Augusto Durand Nro 2172 Dpto. 301 Cruce Av.Arriola Y San Luis Espal Grifo,15001 Lima,Peru,+51 994038733,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
WIZNIT KNITTING S.A.C.,Cl. Nicaragua Nro 189 Dpto. 203,15001 Lima,Peru,+51 1 4461424,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
GRAFICA IMPACTO S.A.C,Jr.Callao Nor.465 Quinta 4K-Alt. Cdra. 2 Av. Tacna,15001 Lima,Peru,+51 1 4261487,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
FIBRAS INDUSTRIALES Y COMERCIALIZACION FERRETERA S.A.C. - FICOMFER S.A.C.,Av. Materiales 2475,15001 Lima,Peru,+51 1-6196500,Redes y articulos de redes anudadas: (Productor) Redes para pescar
ABUCORP SAC,Cl. Cinco Nro 146D Urb. Vulcano Alt. Cdra.15 Av Separadora Industrial,15001 Lima,Peru,+51 1 4267458,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
INVERSIONES SANTIAGO DE QUITO S.A.C,Av. Manco Capac Nor.115 Edif Jupiter Alt Cdra. 4 Av Grau,15001 Lima,Peru,+51 1 4243572,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MILENIO PERU S.A.C,Cl. Tahuantinsuyo Nor. San Juan Bautista. De Villa,15001 Lima,Peru,+51 1 7175059,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
A-4 IMPRESORES SRL.,Cl. Pachacutec Nro 915 Urb. Fundo Oyague Alt. Global Tv Lima,15001 Lima,Peru,+51 1 3304478,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TALION PRINT E.I.R.L,Av. Gral Alvarez De Arenales Nor.2570,15001 Lima,Peru,+51 1 2224775,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NOVATEC PAGANI S.A.,Av.Los Faisanes Nro 181 Urb. La Campina Alt.Essalud Av.Guardia Peruana,15001 Lima,Peru,+51 1 2523333,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
SANTA CARMELA S.A.C,Jr.Los Alfareros Nor.136 Altura De La Cdra.4 De La Av La Molina,15001 Lima,Peru,+51 1 3680372,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
GRAFIMAGENES VENTURO E.I.R.L,Mza. T1 Lote. 15,15001 Lima,Peru,+51 1 3883277,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ROSANITA S.A.C,Jr.Huallaga Nor.337,15001 Lima,Peru,+51 1 4273977,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
SEBASTIAN TEXTIL S.A.C,Prolong Luis Giribaldi Nor.738 Semi-Sotano Primer Piso,15001 Lima,Peru,+51 1 4745290,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
STANDARD IND. GRAFICA E.I.R.L,Pj.Andahuaylas Nor.101 Cdra.12 Jr.Andahuaylas-Costado Block34,15001 Lima,Peru,+51 1 4729002,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIA GRAFICA KATTY S.C.R.L,Jr.Cailloma Nor.260,15001 Lima,Peru,+51 1 4269388,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MASVAL IMPORT S.A.C,Jr.Italia Nor.1640 Entre Cdra. 10 Y 11 De Calle Gamarra,15001 Lima,Peru,+51 1 4740534,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COMERCIAL TEXTIL XAVIER S S.A.C,Prol. Huanuco Nor.1910 Entre Sucre Yprol. Huanuco,15001 Lima,Peru,+51 1 3243728,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
VIDES E.I.R.L,Jr.Huaraz Nor.1857,15001 Lima,Peru,+51 1 4230243,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
GRUPO RIMAYRA S.A.C,Prol.Luis Garibaldi Nor.738,15001 Lima,Peru,+51 1 5821784,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ACENTO PERU S.A.C,Av. Caqueta Nor.467 Centro Comercial Unicachi,15001 Lima,Peru,+51 1 7213048,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
KIPUCOLOR S.A.C,Av. Angamos Este Nor.2410 Alt. Cdra.36 Av. Aviacion,15001 Lima,Peru,+51 1 4233967,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CONFECCIONES JASROSH S.A.C,Jr.Humbolt Nor.1373 Esta. Entre Giribaldi Y Humbolt,15001 Lima,Peru,+51 1 3420389,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
IMPRESIONES CIMMESER S.C.R.L,Av. Abancay Nor.817 Stand 22/Atenc:8Am-8Pm,15001 Lima,Peru,+51 1 4273341,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL ALPAQUERA SANTA CLARA S.A.C,"Av. San Alfonso Nor.399 Km. 2.5 Ctra Central, Frente Urb El Sol",15001 Lima,Peru,+51 1 3560035,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
INVERSIONES BELAOTXAGA S.A.C,Jr.Schell Nor.343,15001 Lima,Peru,+51 1 443665,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
REPRESENTACIONES YCSA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - REYCSA S.R.L,Av. Proc. De La Independencia Nor.2304 3Er Piso Alt Pdro 17 San Hilarion,15001 Lima,Peru,+51 1 3870683,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
COMERCIAL TEXTIL MARLO S.R.L,Prol. Gamarra Nor.765,15001 Lima,Peru,+51 1 4734301,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EKM DEL PERU S.A,Italia Nor.1567 Alt. De La Cdra. 11 De Gamarra,15001 Lima,Peru,+51 1 3254446,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
BABY NANYA'S S.A.C,Jr.Juan P. Vizcardo Y Guzman Nor.216 Alt. Cdra. 19 Del Jr.Parinacochas,15001 Lima,Peru,+51 1 5821996,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
GRAFICA ELSVIC E.I.R.L,Prolg. Unaune Nor.1106,15001 Lima,Peru,+51 1 4739066,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
AC EDITORES E.I.R.L,Av. Brasil Nor.968,15001 Lima,Peru,+51 1 4246411,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORIAL E IMPRENTA CLASSIC S.A,Jr.Rio Vilcanota Nro 148 Z.I. Ex-Fundo Inquis. Y Pulido,15001 Lima,Peru,+51 1 3491268,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ALIANZA ALGODONERA S.A.C.,"Cl. Luis Galvani 310, Urb. Santa Rosa",15001 Lima,Peru,+51 1 3261144,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
INVERSIONES PROGRAFICA S.A.C,Tiahuanaco Nor.1042 Alt.Cdra.10 Av.Gran Chimu,15001 Lima,Peru,+51 1 4589519,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PIRIMPSA CHAUCA S.R.L,"Jr.Las Adelfas Nor.652 Alt De Para-3 Av, Las Flores Primavera",15001 Lima,Peru,+51 1 4587529,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SALENSA SOCIEDAD ANONIMA CERRADA - SALENSA S.A.C,Pj.San Genaro Nor.,15001 Lima,Peru,+51 1 2666053,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
HILOS NAYELI E.I.R.L,Cl. Las Margaritas Nor. Alt. Paradero 15 De La Av. Wisse,15001 Lima,Peru,+51 1 7937321,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DIGIGRAF CORP S.A,Av. Petit Thouars Nor.4418,15001 Lima,Peru,+51 1 4404546,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MEGAPRINTER S.A.C,Av. Rep.De Portugal Nor.446 Alt.De La Municipalidad De Brena,15001 Lima,Peru,+51 1 4238142,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TRUMISA ASOCIADOS S.A.C,Jr.Contumaza Nor.963,15001 Lima,Peru,+51 1 4264156,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
FABPLAST E.I.R.L,Mza. D1 Lote. 05,15001 Lima,Peru,+51 1 3540148,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
NEGOCIACION FUTURA S.A.C.,"Av.Mariscal Orbegoso 350, Urb. El Pino",15001 Lima,Peru,+51 1 3264240,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
TEXTIL COLCA S.A.C,"Calle San Patricio Mz. R1, Lote 7, Urb. Villa Marina Chorrillos",15001 Lima,Peru,+51 1 2547766,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
BRITCHES S.A.C,Av. Del Aire Nor.1419,15001 Lima,Peru,+51 1 3230648,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MULTISERVICIOS G.E.L.A. S.A.C,Av. Espana Nor.663,15001 Lima,Peru,+51 1 4317285,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BG IMPRESORES S.A.C,Jr.Nevado Cayrego Nor. Cordillera Oriental Cruza Con Nevado Cay,15001 Lima,Peru,+51 1 2582934,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA & GRAFICA SERVICIOS GENERALES E.I.R.L,Jr.Caylloma Nor.234 Cruce De Caylloma Con Callao,15001 Lima,Peru,+51 1 4263483,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMPORT & EXPORT ZADAFI E.I.R.L,Av. Grau Nor.550 Centro Comercial El Gran Poder,15001 Lima,Peru,+51 1 2400992,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
BORDADOS Y APLICACIONES S A,Av.General Garzon Nro 939 Dpto. 100 Alt. Cdra. 9 De Av.Brasil,15001 Lima,Peru,+51 1 4230796,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
IDEART PRINT S.A.C,Jr.Callao Nor.321 Galeria - Graphic Center - 2Do Piso,15001 Lima,Peru,+51 1 4261361,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORA PRINT PRESS SOCIEDAD ANONIMA CERRADA,Mza. D Lote. 9 Urb. Indust.Panamericana Norte Junto A C.C. Megaplaza Lima,15001 Lima,Peru,+51 1 7155472,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MICROFIBRE S.A.C,Cl. El Alcazar De Toledo Nor.217 Altura Espalda Municipalidad De San Luis,15001 Lima,Peru,+51 1 4357910,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ATRIL E.I.R.L,Cl. M Carmelino Nor.687 Espalda De Tepsa De Javier Prado,15001 Lima,Peru,+51 1 7152813,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SM DESIGN S.A.C,Av. Los Conquistadores Nor.584 Alt Cdra. 5 De Av Conquistadores,15001 Lima,Peru,+51 1 4220257,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
MUNDO STOCK S.A.C,Cl. Pedro Heraud Nor.133 Alt Cdra. 13 Y 14 Av Tomas Marsano,15001 Lima,Peru,+51 1 2664796,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORES E IMPRESORES ZARATE S.A.C.,Jr.Aguarico Nro 240 Urb. Chacra Colorada Alt Cdra. 12 De Av Venezuela Lima,15001 Lima,Peru,+51 1 3301433,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES TEXTILES DANUBIO SOCIEDAD ANONIMA CERRADA - INTEXDA S.A.C,Jr.Hipolito Unanue Nor.539 Av.Luna Pizarro Con Hipolito Unanue,15001 Lima,Peru,+51 1 3310267,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CREACIONES E INVERSIONES CIELO S.A.C,Mza. H Lote. 6 Coo. Viv.Cajabamba Alt Cdra. 14 Av Carlos Izaguirre,15001 Los Olivos,Peru,+51 1 6862421,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EXPORT & IMPORT CHIBEL S.R.L,Av. Isabel La Catolica Nor.1309,15001 Lima,Peru,+51 1 6963189,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
NEW ARRIWALS TEXTILE E.I.R.L,Jr.General Valdez Nor.450 Piso 2,15001 Lima,Peru,+51 1 3234566,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPORACION NIKCAR S.A.C,Jr.Antonio Bazo Nor.777,15001 Lima,Peru,+51 1 3854317,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SERVICIOS Y REPRESENTACIONES SERVIGRAH E.I.R.L,Jr.Callao Nor.398 Fte Iglesia Sta. Rosa - Av Tacna,15001 Lima,Peru,+51 1 4272515,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
L.S. IMAGEN & COLOR S.A.C.,Cl. Bernardo Alcedo Nro 350 Alt.19 De Petit Thouars Lima,15001 Lima,Peru,+51 1 4712017,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
UNIVERSAL TEXTIL YENNY S.A.C,Jr.Sebastian Barranca Nor.1565 Semi-Sotano - Alt.Del Parque Canepa,15001 Lima,Peru,+51 1 3662448,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MANUFACTURA DE LIMA S.A.C,Av. Argentina Nor.850,15001 Lima,Peru,+51 1 4236433,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
MULTINVERSIONES PACIFIC CO. S.A.C,Av. Prolongacion Gamarra Nor.638,15001 Lima,Peru,+51 1 4744842,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TECNOLOGIA GRAFICA INDUSTRIAL E.I.R.L.,Jr.Ica Nro 678 Alt.Cdra.2 De La Av Tacna,15001 Lima,Peru,+51 1 4230463,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
