nombre,direccion,codigo postal,pais,telefono,actividades,actividades-tokenized,Productor,Distribuidor,Servicios,tejidos algodón estampados,tejidos algodón vestidos,estampado tejidos,estampado tejidos fibras,gofrado calandrado,gofrado calandrado tejidos,tejidos cáñamoproductor tejidos,cordoncillos textiles prendas,hilos coser crochés,tejidos algodón trajes,tejidos industriales lavandería,estampado cuadro,estampado cuadro tejidos,cuerdas fibras naturalesproductor,encogimiento tejidos,fibras acrílicastejidos fibras,tejidos acrílicos usos,géneros velos fibras,cuerdas almas cables,cables metálicos transmisionesdistribuidor,cadenas acero inoxidable,tejidos cauchotados industrialesprendas,trajes objetos caucho,barras poliuretanosecciones plástico,géneros punto algodónproductor,hilados proceso algodón,etiquetas textiles prendas,encajes punto hechos,telas algodón enceradasfibras,fibras poliésterartículos plástico,fibras carbonoproductos grafito,tejidos,tejidos lana,tejidos lana alpaca,pasamanería fibras naturalesdistribuidor,hilos fibras acrílicasproductor,uniformes ropa trabajo,tejidos fibras químicas,fundas colchón plásticoproductor,lencería algodón hogarproductor,fundas textiles colchones,tejidos industriales,batas ropa,batas ropa trabajodistribuidor,delantales plástico personal,sombrerería militardistribuidor productor,tocados enfermeradistribuidor productor,gorros cocinero desechables,vestuario bordado miembros,ropa algodóndistribuidor,ropa algodóndistribuidor productor,ropa lanadistribuidor,ropa lanadistribuidor productor,ropa cashmeretejidos,ropa cashmeretejidos lana,juguetes,juguetes peluche,juguetes peluche promociones,hilos fibras químicas,calcetines mujeresproductor calcetines,tejidos lana alpacaprendas,sombreros tradicionalesartículos viaje,bolsos cuero artesanos,corte medida toda,costura industria confeccióntelas,telas tejidas estampadas,lavanderías prendas vestirservicio,limpieza sombrerosservicio servicios,limpieza prendas cueroservicio,lavado traposservicio servicios,renovación limpieza telas,lavado cambio toallasservicio,limpieza zurcido almacenamiento,reparación modificación prendas,bolsas sacos lavanderíalonas,fundas tela proteger,bolsas plástico lavandería,lana vicuñamaquinaria equipos
mariella rocio e.i.r.l,mlc. de la marina nor.274,15001 Lima,Peru,+51 1 4210739,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarva-shreshhtha sourcing & trading co.s.a.c.,cl. la conquista. nor. 4to piso,15001 Lima,Peru,+51 1 3497173,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tommy textil import y export s.a.c,av. 28 de julio nor.2580,15001 Lima,Peru,+51 1 3368871,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m & r leyton impresores s.r.l,av. 2 de mayo nor.1573 alt paradero nor. 8 de nueva esperanza,15001 Lima,Peru,+51 1 2513655,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdx headworx s.r.l,av. camino real nor.348 torre pilar a la derecha,15001 Lima,Peru,+51 1 4417735,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
import & export joshuatex s.r.l,jr.antonio bazo nor.580 al costado del parque canepa,15001 Lima,Peru,+51 1 4748450,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representaciones sorelli s.a,av. av.emilio cavenecia nor.225,15001 Lima,Peru,+51 1 4462367,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
classic alpaca sac,pj. 2 mz. b lote 8 conj resid hacienda de mangomarca,15401 Lima,Peru,+51 1 3790018,tejidos de lana y pelo distribuidor productor servicio tejidos de lana de alpaca,"['tejidos', 'lana', 'pelo', 'distribuidor', 'productor', 'servicio', 'tejidos', 'lana', 'alpaca']",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polycorp s.a.c,jr.el estano nor. universitaria y pana-jr estano 5762,15001 Lima,Peru,+51 1 5286167,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
super bago s.a.c,jr.hipolito unanue nor.1561 costado parque canepa,15001 Lima,Peru,+51 1 4736382,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imprenta y publicidad s.a.c,jr.el carmen nor.630 2 cdras. antes de llegar angamos,15001 Lima,Peru,+51 93462911,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
editorial imprenta minerva s.a.c,av. los proceres nor.125,15001 Lima,Peru,+51 1 4812960,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
dmg suministros graficos e.i.r.l,jr.huancavelica nor.664 galeria polvos morados,15001 Lima,Peru,+51 1 3351808,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reciexporta s.a.c,los condores mza. b lote. 13,15001 Lima,Peru,+51 998168556,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
industrial hualo s.a.c,av. isabel la catolica nor.1667 alt cdra. 10 de gamarra,15001 Lima,Peru,+51 1 4730107,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para trajes,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'trajes']",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limagraf s.a.c,av. bolivia nor.148 frente al centro civico,15001 Lima,Peru,+51 1 3322163,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corporacion textil vertical export import s.a.c. - cortex veximp s.a.c,jr.humboldt nor.1428,15001 Lima,Peru,+51 1 3762856,tejidos de linotejidos de lino según usotejidos de cáñamo y yute productor tejidos de cáñamoproductor tejidos de yutetejidos de fibras vegetales no especificados en otra parte productor tejidos de ramio,"['tejidos', 'linotejidos', 'lino', 'usotejidos', 'cáñamo', 'yute', 'productor', 'tejidos', 'cáñamoproductor', 'tejidos', 'yutetejidos', 'fibras', 'vegetales', 'especificados', 'parte', 'productor', 'tejidos', 'ramio']",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphic yu s.a.c,cl. manuel del pino nor.884,15001 Lima,Peru,+51 1 2620474,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cia. logistica mayorista s.a.c.,jr. hipolito unanue 1561 tda. 08 la victoria,15001 Lima,Peru,+51 1 473-9968,telas nes para uso industrial productor tejidos industriales para lavandería y tintoreríamateriales de recorte distribuidor pasamanería de fibras naturalesdistribuidor pasamanería de fibras químicasdistribuidor pasamanería elástica textildistribuidor pasamanería de chenilladistribuidor ruches pasamanería textildistribuidor cintería de pasamaneríadistribuidor pasamanería de punto acanaladodistribuidor cordoncillos de fibras naturalesdistribuidor pasamanos de tejidos de fibras químicasdistribuidor cordoncillos metálicosdistribuidor cordoncillos de puntodistribuidor cordoncillos de pasamanería de urdimbre y tramadistribuidor cordoncillos textiles tubularesdistribuidor cordoncillos textiles trenzados y torcidosdistribuidor trenzados de fibra de vidriodistribuidor trenzas de fibras químicasdistribuidor trenzas de fibras naturalesdistribuidor trenzas textiles tubularesdistribuidor trenzas planas textilesdistribuidor trenzas textiles impregnadas o revestidasdistribuidor mechas de algodóndistribuidor galones ornamentalesdistribuidor encajes de fibra hechos a manosdistribuidor cordones de fibras naturalesdistribuidor cordones textiles de oro y platadistribuidor borlas y escarapelasdistribuidor flecos de fibras naturalesdistribuidor flecos de fibras químicasdistribuidor agremanesdistribuidor galones tejidosdistribuidor lazos en tejido listos para usardistribuidor botones forrados de teladistribuidor tiras o listas de teladistribuidor lentejuelas y clavos de adornodistribuidor pomponesdistribuidor cenefas textilesdistribuidor insignias y emblemas tejidos,"['telas', 'nes', 'uso', 'industrial', 'productor', 'tejidos', 'industriales', 'lavandería', 'tintoreríamateriales', 'recorte', 'distribuidor', 'pasamanería', 'fibras', 'naturalesdistribuidor', 'pasamanería', 'fibras', 'químicasdistribuidor', 'pasamanería', 'elástica', 'textildistribuidor', 'pasamanería', 'chenilladistribuidor', 'ruches', 'pasamanería', 'textildistribuidor', 'cintería', 'pasamaneríadistribuidor', 'pasamanería', 'punto', 'acanaladodistribuidor', 'cordoncillos', 'fibras', 'naturalesdistribuidor', 'pasamanos', 'tejidos', 'fibras', 'químicasdistribuidor', 'cordoncillos', 'metálicosdistribuidor', 'cordoncillos', 'puntodistribuidor', 'cordoncillos', 'pasamanería', 'urdimbre', 'tramadistribuidor', 'cordoncillos', 'textiles', 'tubularesdistribuidor', 'cordoncillos', 'textiles', 'trenzados', 'torcidosdistribuidor', 'trenzados', 'fibra', 'vidriodistribuidor', 'trenzas', 'fibras', 'químicasdistribuidor', 'trenzas', 'fibras', 'naturalesdistribuidor', 'trenzas', 'textiles', 'tubularesdistribuidor', 'trenzas', 'planas', 'textilesdistribuidor', 'trenzas', 'textiles', 'impregnadas', 'revestidasdistribuidor', 'mechas', 'algodóndistribuidor', 'galones', 'ornamentalesdistribuidor', 'encajes', 'fibra', 'hechos', 'manosdistribuidor', 'cordones', 'fibras', 'naturalesdistribuidor', 'cordones', 'textiles', 'oro', 'platadistribuidor', 'borlas', 'escarapelasdistribuidor', 'flecos', 'fibras', 'naturalesdistribuidor', 'flecos', 'fibras', 'químicasdistribuidor', 'agremanesdistribuidor', 'galones', 'tejidosdistribuidor', 'lazos', 'tejido', 'listos', 'usardistribuidor', 'botones', 'forrados', 'teladistribuidor', 'tiras', 'listas', 'teladistribuidor', 'lentejuelas', 'clavos', 'adornodistribuidor', 'pomponesdistribuidor', 'cenefas', 'textilesdistribuidor', 'insignias', 'emblemas', 'tejidos']",1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
comercial san juan importaciones textiles s.a. en liquidacion,cl. dos de mayo nro 534 torre a bldg. el icono 2,15001 Lima,Peru,+51 1 2221562,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bordado hermanos s.a.c.,av.cipriano dulanto nro 213,15001 Lima,Peru,+51 1 4610527,hilos costura y bordados productor hilos de coser para crochés y bordados,"['hilos', 'costura', 'bordados', 'productor', 'hilos', 'coser', 'crochés', 'bordados']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n.rodriguez m. talleres espanoles e.i.r.l,jr.general vidal nor.459,15001 Lima,Peru,+51 1 234101,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabrica de tejidos y servicios s.a.c,jr.fulgencio valdez nro 339 nros.339 343 345,15001 Lima,Peru,+51 1 4310290,hilos costura y bordados productor hilos de coser para crochés y bordados,"['hilos', 'costura', 'bordados', 'productor', 'hilos', 'coser', 'crochés', 'bordados']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversiones tronic s.r.l,cl. leoncio prado nor.806,15001 Lima,Peru,+51 1 4452122,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impresiones marsal s.a,cl. 45 sec. 6 nor.186 costado de la posta. medica san martin,15001 Lima,Peru,+51 1 5287261,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envases floresa s.r.l,jr.jose kasperczak nor.196 alt 12 y 13 jr aguar,15001 Lima,Peru,+51 1 4251011,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
baical peru constructora y proyectos turisticos sac,av.antunez de mayolo nro 1035 int. a urb. mercurio 2do piso lima,15001 Lima,Peru,+51 998429371,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goncorp s.a.c,av. paseo de la republica nor.475 tda 10_blk. 6_pasaje 2_cc polvos azules,15001 Lima,Peru,+51 1 4334248,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
solo moda peru 1105 sociedad comercial de responsabilidad limitada - solo moda peru 1105 s.r.l,av. alfredo mendiola nor.3831 frente a plaza vea,15001 Lima,Peru,+51 1 5234976,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wayo whilar surfboards s.a.c,grau nor.111 costado banco de la nacion de barranco,15001 Lima,Peru,+51 1 254 1344,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
universal kotech e.i.r.l,jr.ancash nor.736,15001 Lima,Peru,+51 1 4269153,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bordadex s.a,"cl. hipolito unanue nor.1568 2do piso,frente al banco continental",15001 Lima,Peru,+51 1 4745074,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distribuidora kld e.i.r.l,jr.ayacucho nor.1163,15001 Lima,Peru,+51 1 6282406,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empresa de confecciones texmar e.i.r.l,pj.2 nor. esp. del mercado nino jesus entr. campoy,15001 Lima,Peru,+51 1 5799266,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almeyda & hnos s.a.c,jr.hector arellano nor.377 alt ovalo arriola,15001 Lima,Peru,+51 1 3244936,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
import & export dinama'r empresa individual de responsabilidad limitada,jr.andahuaylas nor.1138 galeria plaza central,15001 Lima,Peru,+51 1 4395599,estampado de tejidos e hilos productor servicios de estampado de tejidos de fibras químicastejidos revestidos y encerados productor servicios de gofrado y calandrado de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'tejidos', 'fibras', 'químicastejidos', 'revestidos', 'encerados', 'productor', 'servicios', 'gofrado', 'calandrado', 'tejidos']",1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
